PacketTime,X,Y,NormalPressure,DeltaT,DistJump,Velocity,PressurePrev,PressureCurr,Trial,segment_id,segment_label,letter_id,letter_label
96637446,3917,25982,9972,5.0,38.07886552931954,7615.773105863908,9972.0,9972,0,-1,,-1,
96637451,3945,26002,9844,5.0,34.40930106817051,6881.8602136341015,9972.0,9844,0,-1,,-1,
96637456,3968,26024,9780,5.0,31.827660925679098,6365.532185135819,9844.0,9780,0,-1,,-1,
96637461,3988,26046,9780,5.0,29.732137494637012,5946.427498927403,9780.0,9780,0,-1,,-1,
96637466,4004,26067,9636,5.0,26.40075756488817,5280.151512977634,9780.0,9636,0,-1,,-1,
96637471,4016,26088,9460,5.0,24.186773244895647,4837.35464897913,9636.0,9460,0,-1,,-1,
96637476,4024,26108,9316,5.0,21.540659228538015,4308.131845707603,9460.0,9316,0,-1,,-1,
96637481,4030,26126,9252,5.0,18.973665961010276,3794.7331922020553,9316.0,9252,0,-1,,-1,
96637486,4032,26142,9236,5.0,16.1245154965971,3224.9030993194197,9252.0,9236,0,-1,,-1,
96637491,4032,26156,9220,5.0,14.0,2800.0,9236.0,9220,0,-1,,-1,
96637496,4032,26166,9012,5.0,10.0,2000.0,9220.0,9012,0,-1,,-1,
96637501,4032,26171,8868,5.0,5.0,1000.0,9012.0,8868,0,-1,,-1,
96637506,4027,26171,8836,5.0,5.0,1000.0,8868.0,8836,0,-1,,-1,
96637511,4020,26171,8756,5.0,7.0,1400.0,8836.0,8756,0,-1,,-1,
96637516,4011,26158,8756,5.0,15.811388300841896,3162.277660168379,8756.0,8756,0,-1,,-1,
96637521,4002,26134,8756,5.0,25.632011235952593,5126.402247190518,8756.0,8756,0,-1,,-1,
96637526,3991,26101,8868,5.0,34.785054261852174,6957.010852370435,8756.0,8868,0,-1,,-1,
96637531,3979,26060,9124,5.0,42.720018726587654,8544.00374531753,8868.0,9124,0,-1,,-1,
96637536,3969,26012,9396,5.0,49.03060268852505,9806.12053770501,9124.0,9396,0,-1,,-1,
96637541,3959,25961,9620,5.0,51.97114584074513,10394.229168149026,9396.0,9620,0,-1,,-1,
96637545,3950,25905,9668,4.0,56.71860364994893,14179.650912487232,9620.0,9668,0,-1,,-1,
96637550,3943,25846,9940,5.0,59.413803110051795,11882.760622010359,9668.0,9940,0,-1,,-1,
96637555,3938,25785,10148,5.0,61.204574992397426,12240.914998479484,9940.0,10148,0,-1,,-1,
96637560,3937,25720,10292,5.0,65.00769185258002,13001.538370516004,10148.0,10292,0,-1,,-1,
96637565,3937,25656,10356,5.0,64.0,12800.0,10292.0,10356,0,-1,,-1,
96637570,3937,25594,10484,5.0,62.0,12400.0,10356.0,10484,0,-1,,-1,
96637575,3948,25537,10532,5.0,58.05170109479997,11610.340218959993,10484.0,10532,0,-1,,-1,
96637580,3963,25483,10612,5.0,56.04462507680822,11208.925015361643,10532.0,10612,0,-1,,-1,
96637585,3982,25438,10612,5.0,48.84669896727925,9769.33979345585,10612.0,10612,0,-1,,-1,
96637590,4004,25399,10612,5.0,44.77722635447622,8955.445270895243,10612.0,10612,0,-1,,-1,
96637595,4028,25368,10628,5.0,39.20459156782532,7840.918313565064,10612.0,10628,0,-1,,-1,
96637600,4056,25343,10628,5.0,37.53664875824692,7507.329751649384,10628.0,10628,0,-1,,-1,
96637605,4086,25325,10628,5.0,34.9857113690718,6997.14227381436,10628.0,10628,0,-1,,-1,
96637610,4120,25317,10596,5.0,34.92849839314596,6985.699678629191,10628.0,10596,0,-1,,-1,
96637615,4157,25317,10596,5.0,37.0,7400.0,10596.0,10596,0,-1,,-1,
96637620,4197,25320,10596,5.0,40.11234224026316,8022.468448052632,10596.0,10596,0,-1,,-1,
96637625,4240,25339,10580,5.0,47.01063709417264,9402.127418834527,10596.0,10580,0,-1,,-1,
96637630,4284,25364,10580,5.0,50.60632371551998,10121.264743103995,10580.0,10580,0,-1,,-1,
96637635,4328,25397,10404,5.0,55.0,11000.0,10580.0,10404,0,-1,,-1,
96637640,4371,25437,10276,5.0,58.728187440104094,11745.637488020819,10404.0,10276,0,-1,,-1,
96637645,4413,25481,10244,5.0,60.8276253029822,12165.52506059644,10276.0,10244,0,-1,,-1,
96637650,4453,25529,9972,5.0,62.48199740725323,12496.399481450646,10244.0,9972,0,-1,,-1,
96637655,4490,25578,9796,5.0,61.40032573203501,12280.065146407002,9972.0,9796,0,-1,,-1,
96637660,4523,25627,9732,5.0,59.07622195096772,11815.244390193544,9796.0,9732,0,-1,,-1,
96637665,4552,25674,9556,5.0,55.226805085936306,11045.36101718726,9732.0,9556,0,-1,,-1,
96637670,4576,25719,8804,5.0,51.0,10200.0,9556.0,8804,0,-1,,-1,
96637675,4596,25758,8740,5.0,43.829214001622255,8765.84280032445,8804.0,8740,0,-1,,-1,
96637680,4610,25793,8740,5.0,37.69615364994153,7539.230729988306,8740.0,8740,0,-1,,-1,
96637685,4621,25820,8643,5.0,29.154759474226502,5830.951894845301,8740.0,8643,0,-1,,-1,
96637690,4626,25837,8563,5.0,17.72004514666935,3544.00902933387,8643.0,8563,0,-1,,-1,
96637695,4628,25847,8563,5.0,10.198039027185569,2039.6078054371137,8563.0,8563,0,-1,,-1,
96637700,4628,25848,8723,5.0,1.0,200.0,8563.0,8723,0,-1,,-1,
96637705,4628,25846,8900,5.0,2.0,400.0,8723.0,8900,0,-1,,-1,
96637710,4623,25828,9156,5.0,18.681541692269406,3736.308338453881,8900.0,9156,0,-1,,-1,
96637714,4613,25797,9476,4.0,32.57299494980466,8143.248737451165,9156.0,9476,0,-1,,-1,
96637719,4600,25759,9844,5.0,40.162171256046406,8032.434251209281,9476.0,9844,0,-1,,-1,
96637724,4587,25715,10260,5.0,45.880278987817846,9176.05579756357,9844.0,10260,0,-1,,-1,
96637729,4575,25668,10292,5.0,48.507731342539614,9701.546268507922,10260.0,10292,0,-1,,-1,
96637734,4567,25621,10372,5.0,47.67598976424087,9535.197952848173,10292.0,10372,0,-1,,-1,
96637739,4564,25576,10708,5.0,45.09988913511872,9019.977827023744,10372.0,10708,0,-1,,-1,
96637744,4564,25530,10916,5.0,46.0,9200.0,10708.0,10916,0,-1,,-1,
96637749,4564,25489,11125,5.0,41.0,8200.0,10916.0,11125,0,-1,,-1,
96637754,4575,25451,11173,5.0,39.56008088970496,7912.016177940993,11125.0,11173,0,-1,,-1,
96637759,4589,25417,11205,5.0,36.76955262170047,7353.910524340094,11173.0,11205,0,-1,,-1,
96637764,4606,25387,11301,5.0,34.48187929913333,6896.375859826667,11205.0,11301,0,-1,,-1,
96637769,4626,25360,11397,5.0,33.60059523282288,6720.119046564577,11301.0,11397,0,-1,,-1,
96637774,4650,25338,11429,5.0,32.55764119219941,6511.528238439882,11397.0,11429,0,-1,,-1,
96637779,4677,25322,11413,5.0,31.38470965295043,6276.941930590086,11429.0,11413,0,-1,,-1,
96637784,4709,25312,11429,5.0,33.52610922848042,6705.2218456960845,11413.0,11429,0,-1,,-1,
96637789,4744,25310,11445,5.0,35.05709628591621,7011.419257183242,11429.0,11445,0,-1,,-1,
96637794,4783,25310,11445,5.0,39.0,7800.0,11445.0,11445,0,-1,,-1,
96637799,4825,25319,11429,5.0,42.95346318982906,8590.69263796581,11445.0,11429,0,-1,,-1,
96637804,4869,25337,11429,5.0,47.53945729601885,9507.89145920377,11429.0,11429,0,-1,,-1,
96637809,4914,25360,11413,5.0,50.53711507397311,10107.423014794622,11429.0,11413,0,-1,,-1,
96637814,4959,25388,11301,5.0,53.0,10600.0,11413.0,11301,0,-1,,-1,
96637819,5003,25420,11301,5.0,54.405882034941776,10881.176406988356,11301.0,11301,0,-1,,-1,
96637824,5044,25454,11349,5.0,53.2634959423431,10652.69918846862,11301.0,11349,0,-1,,-1,
96637829,5081,25489,11349,5.0,50.93132631298737,10186.265262597475,11349.0,11349,0,-1,,-1,
96637834,5115,25525,11301,5.0,49.51767361255979,9903.534722511959,11349.0,11301,0,-1,,-1,
96637839,5144,25561,11285,5.0,46.22769732530488,9245.539465060976,11301.0,11285,0,-1,,-1,
96637844,5168,25598,11285,5.0,44.10215414239989,8820.430828479977,11285.0,11285,0,-1,,-1,
96637849,5187,25636,11205,5.0,42.485291572496,8497.0583144992,11285.0,11205,0,-1,,-1,
96637854,5201,25675,11109,5.0,41.43669871020132,8287.339742040263,11205.0,11109,0,-1,,-1,
96637859,5210,25715,11077,5.0,41.0,8200.0,11109.0,11077,0,-1,,-1,
